"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL517231";"ISLATRAVIR";"ISLATRAVIR|ISLATRAVIR ANHYDROUS|MK-8591";"MK-8591";"3.0";"";"'-vir'";"2018";"antivirals";"'-vir(-vir)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C#C[C@]1(CO)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1O"
"CHEMBL1625";"OXYBENZONE";"ADVASTAB 45|BENZOPHENONE-3|NSC-7778|ONGROSTAB HMB|OXYBENZONE|TINOSORB B 3|UVINUL 40|Uvinul M40|VIOSORB 110";"NSC-7778";"4.0";"Bayer Healthcare Llc";"";"1965";"";"";"1992";"";"";"";"";"";"Ultraviolet Screen";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Over the Counter";"COc1ccc(C(=O)c2ccccc2)c(O)c1"
"CHEMBL1477";"CERIVASTATIN";"Baycol|CERIVASTATIN|Cerivastatin|LIPOBAY|Lipobay";"";"4.0";"Bayer Pharmaceuticals Corp";"'-stat-'";"1996";"enzyme inhibitors: antihyperlipidemics (HMG-CoA inhibitors)";"'-stat-(-stat- (-statin))'";"1997";"C10AA06";"C10AA - HMG CoA reductase inhibitors";"C10A - LIPID MODIFYING AGENTS, PLAIN";"C10 - LIPID MODIFYING AGENTS";"C - CARDIOVASCULAR SYSTEM";"Inhibitor (HMG-CoA reductase); Antihyperlipidemic";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Withdrawn";"COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1"
"CHEMBL521851";"PICTILISIB";"CDC-0941|GDC 0941|GDC-0941|PICTILISIB|PICTRELISIB|Pictilisib|RG-7321";"CDC-0941|GDC 0941|GDC-0941";"2.0";"";"'-lisib'";"2011";"phosphatidylinositol 3-kinase (PI3K) inhibitors";"'-lisib(-lisib)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1"
"CHEMBL481611";"ODANACATIB";"MK-0822|MK0822|ODANACATIB";"MK-0822|MK0822";"3.0";"";"'-catib'";"2007";"cathespin inhibitors";"'-catib(-catib)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1"
"CHEMBL3991035";"SODIUM STIBOGLUCONATE";"";"";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4065616";"REMDESIVIR";"GS 5734|GS-5734|REMDESIVIR|VEKLURY";"GS 5734|GS-5734";"4.0";"Gilead Sciences Inc";"'-vir'";"2018";"antivirals: adenosine analogs acting as RNA polymerase inhibitors";"'-vir(-vir (-desivir))'";"2020";"J05AB16";"J05AB - Nucleosides and nucleotides excl. reverse transcriptase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-8008264-B2";"1:Synthetic Small Molecule";"0";"1";"Single Stereoisomer";"1";"0";"1";"0";"1";"Prescription Only";"CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1"
"CHEMBL485253";"METHYSERGIDE";"DESERIL|METHYSERGIDE";"";"4.0";"Novartis Pharmaceuticals Corp";"'-erg-'";"1970";"ergot alkaloid deriviatives";"'-erg-(-erg-)'";"1962";"N02CA04";"N02CA - Ergot alkaloids";"N02C - ANTIMIGRAINE PREPARATIONS";"N02 - ANALGESICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Discontinued";"CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1"
"CHEMBL4076467";"ABT-072";"ABT 072|ABT-072|ABT072";"ABT-072|ABT072";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C"
"CHEMBL4081711";"ZIMLOVISERTIB";"PF 06650833|PF-06650833|ZIMLOVISERTIB";"PF-06650833";"2.0";"";"'-sertib'";"2021";"serine/threonine kinase inhibitors";"'-sertib(-sertib)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@@H]1[C@H](F)C(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12"
"CHEMBL539";"ACETIC ACID";"ACETIC|ACETIC ACID|ACETIC ACID GLACIAL|ACETIC ACID, DILUTED|ACETIC ACID, GLACIAL|ACETIC ACID,GLACIAL|ACETICUM ACIDUM|ACETOPYRINE|ACI-JEL|ACIDUM ACETICUM|ACIDUM ACETICUM GLACIALE|ACOPYRINE|ANTIPYRINE ACETYLSALICYLATE|Acetasol|Acetic Acid|Acetic Acid, Glacial|Acetic acid|DISTILLED VINEGAR|E-260|E260|EARCALM|FEMA NO. 2006|GLACIAL ACETIC ACID|INS NO.260|INS-260|NSC-111201|NSC-112209|NSC-115870|NSC-127175|NSC-132953|NSC-406306|ORTHOACETIC ACID|Orlex|PYROSAL|VINEGAR|VINEGAR ACID|Vosol";"E-260|FEMA NO. 2006|INS NO.260|INS-260|NSC-111201|NSC-112209|NSC-115870|NSC-127175|NSC-132953|NSC-406306";"4.0";"Baxter Healthcare Corp|Wockhardt Bio Ag|Warner Chilcott Co Llc|Saptalis Pharmaceuticals Llc|Kv Pharmaceutical Co|Bausch And Lomb Pharmaceuticals Inc|Pharmafair Inc|Actavis Mid Atlantic Llc|Taro Pharmaceuticals Usa Inc|B Braun Medical Inc";"";"";"";"";"";"S02AA10 | G01AD02";"S02AA - Antiinfectives | G01AD - Organic acids";"S02A - ANTIINFECTIVES | G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS";"S02 - OTOLOGICALS | G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS";"S - SENSORY ORGANS | G - GENITO URINARY SYSTEM AND SEX HORMONES";"Pharmaceutic Aid (acidifying agent)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Prescription Only";"CC(=O)O"
"CHEMBL490029";"MK-0533";"MK-0533|MK0533";"MK-0533|MK0533";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@@H](Oc1cccc(-n2c(C)c(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O"
"CHEMBL498672";"CANNABIDIOL ACID";"CANNABIDIOL ACID";"";"2.0";"";"'-nab-'";"";"cannabinol derivatives";"'-nab-(-nab-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";"C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)c(C(=O)O)c1O"
"CHEMBL503160";"FUMARIC ACID";"2-BUTENEDIOIC ACID, (E)-|ALLOMALEIC-ACID|BOLETIC-ACID|E-297|E297|FEMA NO. 2488|FUMARATE|FUMARIC ACID|FUMARICUM ACIDUM|Fumaric Acid|INS NO.297|INS-297|MONOSODIUM FUMARATE|NSC-2752";"E-297|FEMA NO. 2488|INS NO.297|INS-297|NSC-2752";"4.0";"";"";"";"";"";"";"D05AX01";"D05AX - Other antipsoriatics for topical use";"D05A - ANTIPSORIATICS FOR TOPICAL USE";"D05 - ANTIPSORIATICS";"D - DERMATOLOGICALS";"Acidifier";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)/C=C/C(=O)O"
"CHEMBL1096885";"VALRUBICIN";"AD 32|AD-32|NSC-246131|VALRUBICIN|VALSTAR PRESERVATIVE FREE|Valstar";"AD 32|AD-32|NSC-246131";"4.0";"Hikma Pharmaceuticals Usa Inc|Endo Pharmaceutical Solutions Inc";"'-rubicin'";"1997";"antineoplastic antibiotics (daunorubicin type)";"'-rubicin(-rubicin)'";"1998";"L01DB09";"L01DB - Anthracyclines and related substances";"L01D - CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O"
"CHEMBL71733";"TRIGONELLAMIDE";"1-MNA|TRIA-662|TRIGONELLAMIDE|TRIGONELLINAMIDE";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C[n+]1cccc(C(N)=O)c1"
"CHEMBL1013";"LORACARBEF";"LORACARBEF|LY-163892|Lorabid|Loracarbef hydrate";"LY-163892";"4.0";"King Pharmaceuticals Inc";"'-carbef'";"1989";"antibiotics (carbacephem derivatives)";"'-carbef(-carbef)'";"1991";"";"";"";"";"";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Discontinued";"N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1"
"CHEMBL500853";"HPPH";"HPPH|PHOTOCHLOR";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCCCCCOC(C)c1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C"
"CHEMBL1546";"HYDROXYAMPHETAMINE";"DL-4-HYDROXYAMPHETAMINE|DL-P-HYDROXYAMPHETAMINE|HYDROXYAMFETAMINE|Hydroxyamphetamine|NORVERITOL|NSC-170995|P-HYDROXYAMPHETAMINE|PHENOL, P-(2-AMINOPROPYL)-|PULSOTON|RACEMIC P-HYDROXYAMPHETAMINE";"NSC-170995";"4.0";"Akorn Operating Co Llc|Pharmics Inc";"";"";"";"";"1969";"";"";"";"";"";"Adrenergic (ophthalmic)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"1";"0";"Prescription Only";"CC(N)Cc1ccc(O)cc1"
"CHEMBL549386";"FOTEMUSTINE";"FOTEMUSTINE|MUPHORAN|MUSTOPHORANE|S 10036|S-10036|S10036";"S 10036|S-10036|S10036";"3.0";"";"'-mustine'";"";"antineoplastics (chloroethylamine derivatives)";"'-mustine(-mustine)'";"";"L01AD05";"L01AD - Nitrosoureas";"L01A - ALKYLATING AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O"
"CHEMBL557555";"CIPROFIBRATE";"CIPROFIBRATE|MODALIM|NSC-759617|WIN 35833|WIN-35833";"NSC-759617|WIN 35833|WIN-35833";"4.0";"";"'-fibrate'";"1976";"antihyperlipidemics (clofibrate type)";"'-fibrate(-fibrate)'";"";"C10AB08";"C10AB - Fibrates";"C10A - LIPID MODIFYING AGENTS, PLAIN";"C10 - LIPID MODIFYING AGENTS";"C - CARDIOVASCULAR SYSTEM";"Antihyperlipoproteinemic";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O"
"CHEMBL3697617";"TAVAPADON";"CVL-751|PF-06649751|TAVAPADON";"CVL-751|PF-06649751";"3.0";"";"'-padon'";"2018";"dopamine D1-like receptors (e.g., D1 and D5 subtypes) agonists/partial agonists and potentiators";"'-padon(-padon)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1cc(Oc2ncccc2C(F)(F)F)ccc1-c1c(C)c(=O)[nH]c(=O)n1C"
"CHEMBL2105689";"LULICONAZOLE";"LULICON|LULICONAZOLE|LUZU|NND-502|PR-2699";"NND-502|PR-2699";"4.0";"Bausch Health Us Llc";"'-conazole'";"2010";"systemic antifungals (miconazole type)";"'-conazole(-conazole)'";"2013";"D01AC18";"D01AC - Imidazole and triazole derivatives";"D01A - ANTIFUNGALS FOR TOPICAL USE";"D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE";"D - DERMATOLOGICALS";"";"US-8980931-B1";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Prescription Only";"N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1"
"CHEMBL2105721";"NIVOCASAN";"GS-9450|LB-84451|LB84451|NIVOCASAN";"GS-9450|LB-84451|LB84451";"2.0";"";"'-casan'";"2010";"caspase inhibitors";"'-casan(-casan)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(C)[C@@]1(C(=O)N[C@H]2CC(=O)O[C@]2(O)CF)CC(c2nccc3ccccc23)=NO1"
"CHEMBL1059";"PREGABALIN";"ALZAIN|AXALID|CI-1008|LECAENT|LYRICA CR|Lyrica|NSC-759256|PD-144723|PREGABALIN|PREGABALIN MYLAN|PREGABALIN SANDOZ|PREGABALIN SANDOZ GMBH|PREGABALIN ZENTIVA|REWISCA|VRONOGABIC|YNP-1807";"CI-1008|NSC-759256|PD-144723|YNP-1807";"4.0";"Cipla Ltd|Alkem Laboratories Ltd|Invagen Pharmaceuticals Inc|Watson Laboratories Inc|Mylan Pharmaceuticals Inc|Zydus Pharmaceuticals Usa Inc|Prinston Pharmaceutical Inc|Rising Pharma Holdings Inc|Rubicon Research Private Ltd|Alvogen Inc";"'-gab-'";"1997";"gabamimetics";"'-gab-(-gab-)'";"2004";"N03AX16";"N03AX - Other antiepileptics";"N03A - ANTIEPILEPTICS";"N03 - ANTIEPILEPTICS";"N - NERVOUS SYSTEM";"Anticonvulsant";"US-8945620-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CC(C)C[C@H](CN)CC(=O)O"
"CHEMBL3707349";"AMCASERTIB";"AMCASERTIB|BBI-503|BBI503";"BBI-503|BBI503";"2.0";"";"'-sertib'";"2015";"serine/threonine kinase inhibitors";"'-sertib(-sertib)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(-c4csc(-c5ccccc5)n4)cc32)c1C"
"CHEMBL3707351";"ADOMEGLIVANT";"ADOMEGLIVANT|ADOMEGLIVANT, (-)-|LY-2409021|LY2409021";"LY-2409021|LY2409021";"2.0";"";"'-glivant'";"2015";"antagonist of the glucagon receptor";"'-glivant(-glivant)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1"
"CHEMBL1512";"FLUNISOLIDE";"AEROSPAN HFA|Aerobid|Aerospan|FLUNISOLIDE|FLUNISOLIDE ANHYDROUS|FLUNISOLIDE HEMIHYDRATE|NSC-757871|Nasalide|Nasarel|RS-3999|SYNTARIS|SYNTARIS HAYFEVER";"NSC-757871|RS-3999";"4.0";"Roche Palo Alto Llc|Apotex Inc|Mylan Specialty Lp|Rising Pharma Holding Inc|Teva Branded Pharmaceutical Products R And D Inc|Ivax Research Inc|Riconpharma Llc|Bausch Health Us Llc";"";"1974";"";"";"1981";"R01AD04 | R03BA03";"R01AD - Corticosteroids | R03BA - Glucocorticoids";"R01A - DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE | R03B - OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS";"R01 - NASAL PREPARATIONS | R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES";"R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM";"Glucocorticoid";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Prescription Only";"CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1"
"CHEMBL1073";"GLIPIZIDE";"CP-28,720|CP-28720|GLIBENESE|GLIPIZIDE|GLIPIZIDE SLOW RELEASE|GLUCOTROL XL|Glucotrol|K 4024|K-4024|MINODIAB 2.5|MINODIAB 5|NSC-759120";"CP-28,720|CP-28720|K 4024|K-4024|NSC-759120";"4.0";"Sun Pharmaceutical Industries Inc|Watson Laboratories Inc|Mylan Pharmaceuticals Inc|Heritage Pharmaceuticals Inc Dba Avet Pharmaceuticals Inc|Zydus Pharmaceuticals Usa Inc|Unique Pharmaceutical Laboratories A Division Of J.B. Chemicals And Pharmaceuticals Ltd|Accord Healthcare Inc|Ani Pharmaceuticals Inc|Aurobindo Pharma Ltd|Beximco Pharmaceuticals Usa Inc";"'gli-'";"1974";"antidiabetics";"'gli-(gli-)'";"1984";"A10BB07";"A10BB - Sulfonylureas";"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"Antidiabetic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1"
"CHEMBL87708";"LOFEPRAMINE";"LOFEPRAMINE";"";"4.0";"";"'-pramine'";"1986";"antidepressants (imipramine type)";"'-pramine(-pramine)'";"";"N06AA07";"N06AA - Non-selective monoamine reuptake inhibitors";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"Antidepressant";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1"
"CHEMBL4297957";"AVASOPASEM MANGANESE";"AVASOPASEM MANGANESE|AVASOPASEM MANGANESE DICHLORIDE|GC-4419|GC4419|M-40419|SC-72325A";"GC-4419|GC4419|M-40419|SC-72325A";"3.0";"";"'-sopasem'";"2018";"superoxide dismutase (SOD) mimetics";"'-sopasem(-sopasem)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4594379";"FOSLEVODOPA";"3-HYDROXY-O-PHOSPHONO-L-TYROSINE|ABBV-951|ABBV-951 COMPONENT FOSLEVODOPA|FOSLEVODOPA|LEVODOPA-4'-MONOPHOSPHATE";"ABBV-951|ABBV-951 COMPONENT FOSLEVODOPA";"3.0";"";"'-dopa; fos-'";"2020";"dopamine receptor agonists; phosphoro-derivatives";"'-dopa(-dopa); fos-(fos-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"0";"0";"0";"0";"Unknown";"N[C@@H](Cc1ccc(OP(=O)(O)O)c(O)c1)C(=O)O"
"CHEMBL4298064";"BERDAZIMER SODIUM";"BERDAZIMER SODIUM|NVN-1000|NVN1000|SB-204|SB204|SB208";"NVN-1000|NVN1000";"2.0";"";"'-mer'";"2018";"polymers";"'-mer(-mer)'";"";"";"";"";"";"";"";"None";"10:Polymer";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4594446";"DOTINURAD";"DOTINURAD|FYU-981";"FYU-981";"3.0";"";"'-inurad'";"";"urate transporter inhibitors";"'-inurad(-inurad)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(c1cc(Cl)c(O)c(Cl)c1)N1CS(=O)(=O)c2ccccc21"
"CHEMBL4594447";"MESDOPETAM";"IRL-790|IRL790|MESDOPETAM";"IRL-790|IRL790";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCNCCOc1cc(F)cc(S(C)(=O)=O)c1"
"CHEMBL600";"ACETYLCYSTEINE";"5052|A-CYS|ACC-600|ACETYL CYSTEINE|ACETYLCYSTEINE|AIRBRON|Acetadote|BRONCHOLYSIN|CETYLEV|EN-CYS|FABROL|FLUIMICIL|FLUIMUCETIN|FLUIMUCIL|FLUIMUCIL 600|FLUIMUCIL LONG|FLUIMUCIL N|ILUBE|MERCAPTURIC ACID|MUCOSIL-10|MUCOSIL-20|Mucomyst|Mucosil|N-ACETYI-L-CYSTEINE|N-ACETYL-L-CYSTEINE|N-Acetyl-L-Cysteine|NSC-111180|ORISTAR NALC|ORONAC 600|PARVOLEX|RESPAIRE|RESPI-NAC|RK-0202|SIRAN|SOLMUCOL|SYNTEMUCOL|TIXAIR|YOURNAC";"5052|NSC-111180|RK-0202";"4.0";"Fresenius Kabi Usa Llc|Aspen Pharma Usa Inc|Dey Lp|Mead Johnson And Co Sub Bristol Myers Co|Apothecon Inc Div Bristol Myers Squibb|Sagent Pharmaceuticals Inc|Hospira Inc|Alvogen Inc|American Regent Inc|Eugia Pharma Specialities Ltd";"";"1963";"";"";"1963";"R05CB01 | S01XA08 | V03AB23";"R05CB - Mucolytics | S01XA - Other ophthalmologicals | V03AB - Antidotes";"R05C - EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS | S01X - OTHER OPHTHALMOLOGICALS | V03A - ALL OTHER THERAPEUTIC PRODUCTS";"R05 - COUGH AND COLD PREPARATIONS | S01 - OPHTHALMOLOGICALS | V03 - ALL OTHER THERAPEUTIC PRODUCTS";"R - RESPIRATORY SYSTEM | S - SENSORY ORGANS | V - VARIOUS";"Mucolytic";"US-8148356-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"1";"0";"Prescription Only";"CC(=O)N[C@@H](CS)C(=O)O"
"CHEMBL372764";"PERIFOSINE";"KRX-0401|NSC-639966|PERIFOSINE";"KRX-0401|NSC-639966";"3.0";"";"'-fos-; -fosine'";"";"phosphoro-derivatives; cytostatic phospholipid derivatives";"'-fos-(-fos-); -fosine(-fosine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1"
"CHEMBL197672";"EMRICASAN";"EMRICASAN|IDN 6556|IDN-6556|PF 03491390|PF-03491390|VAY-785|VAY785";"IDN 6556|IDN-6556|PF 03491390|PF-03491390|VAY-785|VAY785";"2.0";"";"'-casan'";"2007";"caspase inhibitors";"'-casan(-casan)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H](NC(=O)C(=O)Nc1ccccc1C(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F"
"CHEMBL1201134";"LUBIPROSTONE";"Amitiza|LUBIPROSTONE|RU-0211";"RU-0211";"4.0";"Teva Pharmaceuticals Usa Inc|Sucampo Pharma Americas Llc|Anchen Pharmaceuticals Inc|Dr Reddys Laboratories Ltd|Amneal Pharmaceuticals Llc";"'-prost-'";"2002";"prostaglandins";"'-prost-(-prost-)'";"2006";"A06AX03";"A06AX - Other drugs for constipation";"A06A - DRUGS FOR CONSTIPATION";"A06 - DRUGS FOR CONSTIPATION";"A - ALIMENTARY TRACT AND METABOLISM";"";"US-6982283-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1"
"CHEMBL1788385";"TILBROQUINOL";"TILBROQUINOL";"";"4.0";"";"";"";"";"";"";"P01AA05";"P01AA - Hydroxyquinoline derivatives";"P01A - AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES";"P01 - ANTIPROTOZOALS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"Cc1cc(Br)c(O)c2ncccc12"
"CHEMBL2221312";"GADOXETIC ACID";"GADOXETATE|GADOXETIC ACID";"";"4.0";"Bayer Healthcare Pharmaceuticals Inc";"'gado-'";"2004";"gadolinium derivatives (principally for diagnostic use)";"'gado-(gado-)'";"2008";"V08CA10";"V08CA - Paramagnetic contrast media";"V08C - MAGNETIC RESONANCE IMAGING CONTRAST MEDIA";"V08 - CONTRAST MEDIA";"V - VARIOUS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"1";"0";"1";"Prescription Only";""
